年月日,時刻コード,売り入札量(kWh),買い入札量(kWh),約定総量(kWh),システムプライス(円/kWh),エリアプライス北海道(円/kWh),エリアプライス東北(円/kWh),エリアプライス東京(円/kWh),エリアプライス中部(円/kWh),エリアプライス北陸(円/kWh),エリアプライス関西(円/kWh),エリアプライス中国(円/kWh),エリアプライス四国(円/kWh),エリアプライス九州(円/kWh),,スポット・時間前平均価格(円/kWh),α上限値×スポット・時間前平均価格(円/kWh),α下限値×スポット・時間前平均価格(円/kWh),α速報値×スポット・時間前平均価格(円/kWh),α確報値×スポット・時間前平均価格(円/kWh),,回避可能原価全国値(円/kWh),回避可能原価北海道(円/kWh),回避可能原価東北(円/kWh),回避可能原価東京(円/kWh),回避可能原価中部(円/kWh),回避可能原価北陸(円/kWh),回避可能原価関西(円/kWh),回避可能原価中国(円/kWh),回避可能原価四国(円/kWh),回避可能原価九州(円/kWh)
2020/07/19,13,25446600,14829850,14671300,1.90,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,1.91,506.05,0.00,3.09,1.91,,1.91,2.00,2.00,2.02,2.00,2.00,2.00,2.01,2.00,2.00
2020/07/19,14,26111150,14867000,14766750,0.45,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,0.48,536.96,0.00,2.13,0.48,,0.48,2.01,2.00,2.02,2.00,2.00,2.00,2.03,2.00,2.00
2020/07/19,15,26226700,15030100,14930050,0.50,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,,0.52,523.55,0.00,2.08,0.01,,0.52,2.01,2.00,2.01,1.00,1.00,1.00,1.11,1.00,1.00
2020/07/19,16,26894000,15363800,15263750,1.00,2.00,2.00,2.00,0.01,0.01,0.01,0.01,0.01,0.01,,1.01,508.45,0.00,0.01,0.01,,1.01,2.02,2.00,2.00,0.01,0.01,0.01,0.06,0.01,0.01
2020/07/19,17,27803950,15122100,14902550,1.93,1.93,1.93,1.93,0.01,0.01,0.01,0.01,0.01,0.01,,1.92,500.81,0.00,0.01,0.01,,1.92,1.95,1.93,1.93,0.01,0.01,0.01,0.06,0.01,0.01
2020/07/19,18,27985250,15398850,15052500,1.93,1.96,1.96,1.96,0.01,0.01,0.01,0.01,0.01,0.01,,1.92,500.81,0.00,0.01,0.01,,1.92,1.97,1.96,1.96,0.01,0.01,0.01,0.08,0.01,0.01
2020/07/19,19,28709650,15643150,15392600,1.91,2.00,2.00,2.00,0.01,0.01,0.01,0.01,0.01,0.01,,1.90,500.83,0.00,0.01,0.01,,1.90,2.03,2.00,2.00,0.01,0.01,0.01,0.06,0.01,0.01
2020/07/19,20,29011250,15915800,15665250,1.90,2.00,2.00,2.00,0.01,0.01,0.01,0.01,0.01,0.01,,1.89,500.82,0.00,0.01,0.01,,1.89,2.01,2.01,2.00,0.01,0.01,0.01,0.06,0.01,0.01
2020/07/19,21,29227700,16345650,15762150,2.08,3.61,3.61,3.61,0.01,0.01,0.01,0.01,0.01,0.01,,2.09,505.88,0.00,0.01,0.01,,2.09,3.61,3.60,3.63,0.01,0.01,0.01,0.07,0.01,0.01
2020/07/19,22,29679100,16393250,15857300,2.00,3.61,3.61,3.61,0.01,0.01,0.01,0.01,0.01,0.01,,2.02,509.15,0.00,0.01,0.01,,2.02,3.61,3.61,3.63,0.01,0.01,0.01,0.07,0.01,0.01
2020/07/19,23,29852550,16840750,16091650,2.45,3.83,3.83,3.83,0.01,0.01,0.01,0.01,0.01,0.01,,2.46,506.53,0.00,0.01,0.01,,2.46,3.83,3.82,3.84,0.01,0.01,0.02,0.06,0.03,0.02
2020/07/19,24,30069700,16765350,16113700,2.20,3.79,3.79,3.79,0.01,0.01,0.01,0.01,0.01,0.01,,2.21,506.70,0.00,0.01,0.01,,2.21,3.79,3.78,3.80,0.01,0.01,0.02,0.07,0.04,0.01
2020/07/19,25,29823450,16306400,16071900,2.00,3.59,3.59,3.59,0.01,0.01,0.01,0.01,0.01,0.01,,2.05,517.08,0.00,0.01,0.01,,2.05,3.59,3.59,3.63,0.01,0.01,0.02,0.07,0.05,0.02
2020/07/19,26,29891450,16388850,16096500,2.00,3.59,3.59,3.59,0.01,0.01,0.01,0.01,0.01,0.01,,2.05,517.02,0.00,0.01,0.01,,2.05,3.59,3.58,3.63,0.02,0.01,0.02,0.05,0.06,0.02
2020/07/19,27,29788450,16392650,16083550,2.00,3.61,3.61,3.61,0.01,0.01,0.01,0.01,0.01,0.01,,2.05,517.02,0.00,0.01,0.01,,2.05,3.61,3.63,3.64,0.02,0.01,0.03,0.05,0.05,0.01
2020/07/19,28,29629950,16488950,16095050,2.12,3.61,3.61,3.61,1.11,1.11,1.11,1.11,1.11,1.11,,2.18,518.43,0.00,0.01,0.01,,2.18,3.61,3.65,3.65,1.12,1.11,1.12,1.11,1.16,1.11
2020/07/19,29,29337700,16462400,16098450,2.00,3.61,3.61,3.61,0.10,0.10,0.10,0.10,0.10,0.10,,2.09,526.98,0.00,0.01,0.01,,2.09,3.60,3.67,3.67,0.12,0.10,0.12,0.10,0.19,0.12
2020/07/19,30,28743200,16455350,16022250,2.17,3.61,3.61,3.61,1.19,1.19,1.19,1.19,1.19,1.19,,2.20,511.45,0.00,0.01,0.01,,2.20,3.61,3.63,3.62,1.20,1.19,1.20,1.19,1.24,1.19
2020/07/19,31,28569050,16502950,16045300,2.00,3.62,3.62,3.62,1.99,1.99,1.99,1.99,1.99,1.99,,2.06,519.54,0.00,0.01,0.01,,2.06,3.62,3.65,3.66,2.00,1.99,2.00,1.99,1.99,1.99
2020/07/19,32,27370600,16388150,15945000,2.00,3.59,3.59,3.59,2.00,2.00,2.00,2.00,2.00,2.00,,2.05,516.21,0.00,1.97,2.05,,2.05,3.59,3.62,3.62,2.00,2.04,2.01,2.04,2.01,2.00
2020/07/19,33,26723350,17182850,16006600,3.42,4.37,4.37,4.37,2.28,2.28,2.28,2.28,2.28,2.28,,3.43,505.58,0.00,2.26,3.14,,3.43,4.37,4.40,4.37,2.30,2.33,2.30,2.29,2.31,2.28
2020/07/19,34,26049900,17292550,15996700,3.64,4.37,4.37,4.37,3.47,3.47,3.47,3.47,3.47,3.47,,3.67,508.67,0.00,3.84,3.67,,3.67,4.37,4.41,4.40,3.48,3.48,3.48,3.47,3.61,3.47
2020/07/19,35,25407500,17926650,15941600,3.98,5.00,5.00,5.00,3.88,3.88,3.88,3.88,3.88,3.88,,4.01,508.37,0.00,4.87,4.87,,4.01,5.00,5.06,5.02,3.89,3.88,3.89,3.88,3.96,3.88
2020/07/19,36,24908550,18232300,16039900,4.63,5.18,5.18,5.18,4.31,4.31,4.31,4.31,4.31,4.31,,4.65,506.74,0.00,5.20,5.28,,4.65,5.17,5.27,5.21,4.32,4.31,4.32,4.31,4.34,4.31
2020/07/19,37,24629850,18580250,15877900,4.90,5.19,5.19,5.19,4.31,4.31,4.31,4.31,4.31,4.31,,4.91,505.59,0.00,5.03,5.20,,4.91,5.19,5.26,5.21,4.32,4.31,4.32,4.31,4.34,4.31
2020/07/19,38,24167950,18767500,15729350,4.94,5.29,5.29,5.29,4.94,4.94,4.94,4.94,4.94,4.94,,4.96,506.61,0.00,5.21,5.31,,4.96,5.29,5.35,5.31,4.95,4.94,4.95,4.94,4.93,4.94
2020/07/19,39,24218750,18781350,15734100,4.94,5.28,5.28,5.28,4.94,4.94,4.94,4.94,4.94,4.94,,4.96,509.23,0.00,5.21,5.21,,4.96,5.28,5.35,5.30,4.95,4.94,4.94,4.94,4.94,4.94
2020/07/19,40,24110700,18667650,15797750,4.94,5.19,5.19,5.19,4.83,4.83,4.83,4.83,4.83,4.83,,4.95,508.20,0.00,5.20,5.20,,4.95,5.19,5.26,5.20,4.85,4.83,4.84,4.83,4.83,4.83
2020/07/19,41,23778000,18396250,15750600,4.88,5.18,5.18,5.18,4.53,4.53,4.53,4.53,4.53,4.53,,4.89,508.21,0.00,4.96,5.00,,4.89,5.18,5.25,5.20,4.55,4.53,4.54,4.53,4.53,4.53
2020/07/19,42,23548450,18156900,15742400,4.63,4.99,4.99,4.99,4.31,4.31,4.31,4.31,4.31,4.31,,4.64,508.27,0.00,4.93,4.64,,4.64,5.00,5.03,5.00,4.32,4.31,4.33,4.31,4.32,4.31
2020/07/19,43,23550200,17617300,15908550,4.27,4.88,4.88,4.88,3.98,3.98,3.98,3.98,3.98,3.98,,4.29,509.55,0.00,4.33,4.63,,4.29,4.88,4.92,4.90,3.99,3.98,3.98,3.98,4.00,3.98
2020/07/19,44,23641600,17385600,15755600,3.89,4.88,4.88,4.88,3.88,3.88,3.88,3.88,3.88,3.88,,3.93,512.39,0.00,3.96,3.93,,3.93,4.89,4.94,4.92,3.89,3.88,3.88,3.88,3.90,3.88
2020/07/19,45,22895150,17177650,15566150,3.89,4.84,4.84,4.84,3.88,3.88,3.88,3.88,3.88,3.88,,3.91,510.39,0.00,3.91,3.91,,3.91,4.87,4.84,4.86,3.89,3.88,3.88,3.88,3.89,3.88
2020/07/19,46,22359700,16665250,15433200,3.69,4.68,4.68,4.68,3.69,3.69,3.69,3.69,3.69,3.69,,3.70,509.16,0.00,3.46,3.70,,3.70,4.68,4.68,4.69,3.70,3.69,3.69,3.69,3.70,3.69
2020/07/19,47,21693050,15993500,15093850,2.60,4.11,4.11,4.11,3.50,3.50,3.50,3.50,3.50,3.50,,2.62,511.69,0.00,3.50,2.62,,2.62,4.11,4.11,4.12,3.51,3.50,3.50,3.50,3.50,3.50
2020/07/19,48,20944050,15543800,14872900,2.00,3.98,3.98,3.98,3.49,3.49,3.49,3.49,3.49,3.49,,2.03,515.62,0.00,2.70,2.03,,2.03,3.98,3.98,3.99,3.49,3.49,3.49,3.49,3.49,3.49
2020/07/20,1,18436800,15298800,15058050,2.20,3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.08,3.08,,2.24,512.51,0.00,3.76,1.94,,2.24,3.08,3.09,3.12,3.08,3.08,3.08,3.08,3.08,3.08
2020/07/20,2,20188400,15505950,15325350,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,,1.96,516.54,0.00,3.59,1.03,,1.96,1.91,1.92,2.01,1.91,1.91,1.92,1.94,1.91,1.91
2020/07/20,3,21559000,15402850,15402850,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,0.55,553.76,0.00,2.42,0.01,,0.55,1.00,1.04,1.07,1.00,1.00,1.01,1.06,1.02,1.00
2020/07/20,4,22334450,15351500,15351500,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.06,3020.52,0.00,10.68,0.06,,0.06,0.01,0.06,0.09,0.01,0.01,0.02,0.14,0.05,0.01
2020/07/20,5,23192100,15331700,15331700,0.01,1.92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.08,4027.72,0.00,4.00,0.08,,0.08,1.92,0.05,0.12,0.01,0.01,0.02,0.21,0.01,0.01
2020/07/20,6,23603250,15348900,15343000,0.01,3.70,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.09,4531.19,0.00,0.90,0.09,,0.09,3.70,0.03,0.12,0.01,0.01,0.02,0.21,0.25,0.01
2020/07/20,7,24260700,15477300,15477100,0.01,3.70,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.07,3524.26,0.00,7.00,0.07,,0.07,3.70,0.02,0.08,0.01,0.01,0.02,0.20,0.21,0.01
2020/07/20,8,24432750,15528600,15528500,0.01,3.70,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.07,3524.26,0.00,3.50,0.07,,0.07,3.70,0.09,0.08,0.01,0.01,0.02,0.19,0.19,0.01
2020/07/20,9,24676500,15572950,15572950,0.49,2.65,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,,0.54,554.84,0.00,1.08,0.01,,0.54,2.65,0.54,0.55,0.49,0.49,0.50,0.62,0.64,0.49
2020/07/20,10,24726050,15662350,15662350,0.49,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,,0.54,554.84,0.00,2.20,0.01,,0.54,0.50,0.55,0.56,0.50,0.50,0.51,0.63,0.77,0.50
2020/07/20,11,25184750,15801850,15651600,1.95,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,1.97,508.63,0.00,2.22,0.01,,1.97,2.00,2.01,2.03,2.00,2.00,2.01,2.04,2.15,2.00
2020/07/20,12,25545200,15710200,15459950,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,2.02,508.50,0.00,2.04,0.01,,2.02,2.01,2.00,2.03,2.00,2.00,2.01,2.03,2.00,2.00
2020/07/20,13,25895350,15908650,15653400,2.46,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,2.61,,2.47,505.51,0.00,3.65,2.01,,2.47,2.61,2.61,2.63,2.61,2.61,2.61,2.61,2.61,2.61
2020/07/20,14,25744550,16044450,15743800,3.12,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,3.24,,3.13,505.08,0.00,3.37,0.50,,3.13,3.24,3.24,3.25,3.24,3.24,3.24,3.24,3.24,3.24
2020/07/20,15,25415400,16637550,16033350,3.23,3.59,3.59,3.59,3.13,3.13,3.13,3.13,3.13,3.13,,3.24,505.85,0.00,3.24,2.01,,3.24,3.59,3.59,3.60,3.13,3.13,3.13,3.13,3.13,3.13
2020/07/20,16,25383000,17160300,16488150,3.08,3.68,3.68,3.68,3.08,3.08,3.08,3.08,3.08,3.08,,3.10,507.38,0.00,0.01,0.01,,3.10,3.68,3.72,3.69,3.08,3.08,3.08,3.08,3.08,3.08
2020/07/20,17,25392350,18899800,17642750,3.63,4.02,4.02,4.02,3.05,3.05,3.05,3.05,3.05,3.05,,3.65,507.17,0.00,2.01,1.90,,3.65,4.02,4.08,4.03,3.05,3.05,3.05,3.05,3.09,3.05
2020/07/20,18,25168250,19920850,18191400,3.88,4.34,4.34,4.34,3.69,3.69,3.69,3.69,3.69,3.69,,3.90,507.00,0.00,2.53,3.24,,3.90,4.34,4.36,4.36,3.69,3.69,3.69,3.69,3.70,3.69
2020/07/20,19,25060900,20565150,18600050,4.31,4.88,4.88,4.88,4.31,4.31,4.31,4.31,4.31,4.31,,4.33,506.74,0.00,3.71,3.73,,4.33,4.88,4.90,4.91,4.31,4.31,4.31,4.31,4.31,4.31
2020/07/20,20,25417200,20886500,19130300,4.29,4.53,4.53,4.53,3.88,3.88,3.88,3.88,3.88,3.88,,4.30,505.57,0.00,3.46,3.71,,4.30,4.53,4.55,4.54,3.88,3.88,3.88,3.88,3.89,3.88
2020/07/20,21,25536050,20968100,19414800,3.70,4.55,4.55,4.55,3.69,3.69,3.69,3.69,3.69,3.69,,3.71,505.76,0.00,3.49,3.63,,3.71,4.54,4.57,4.56,3.69,3.69,3.69,3.69,3.70,3.69
2020/07/20,22,25642550,21265150,19488350,3.82,4.75,4.75,4.75,3.69,3.69,3.69,3.69,3.69,3.69,,3.82,504.47,0.00,3.82,3.82,,3.82,4.75,4.76,4.75,3.69,3.69,3.69,3.69,3.70,3.69
2020/07/20,23,25661300,21431400,19356650,4.05,4.82,4.82,4.82,3.88,3.88,3.88,3.88,3.88,3.88,,4.05,505.63,0.00,4.46,4.46,,4.05,4.82,4.83,4.82,3.88,3.88,3.88,3.88,3.91,3.88
2020/07/20,24,25583500,21219350,19019900,4.05,4.82,4.82,4.82,3.88,3.88,3.88,3.88,3.88,3.88,,4.06,506.88,0.00,3.73,4.06,,4.06,4.82,4.82,4.82,3.88,3.88,3.88,3.88,3.91,3.88
2020/07/20,25,25742850,20418250,18574300,3.70,4.80,4.80,4.80,3.00,3.00,3.00,3.00,3.00,3.00,,3.71,507.00,0.00,4.02,4.32,,3.71,4.80,4.80,4.80,3.00,3.00,3.01,3.00,3.08,3.00
2020/07/20,26,25828500,20337100,18517450,3.69,4.80,4.80,4.80,3.04,3.04,3.04,3.04,3.04,3.04,,3.70,507.00,0.00,4.73,4.81,,3.70,4.80,4.80,4.80,3.04,3.04,3.05,3.04,3.23,3.04
2020/07/20,27,25750850,21052050,19198300,4.65,5.05,5.05,5.05,3.69,3.69,3.69,3.69,3.69,3.69,,4.66,506.72,0.00,4.96,5.06,,4.66,5.05,5.07,5.06,3.69,3.69,3.69,3.69,3.79,3.69
2020/07/20,28,25599750,21473050,19414150,4.84,5.05,5.05,5.05,3.69,3.69,3.69,3.69,3.69,3.69,,4.85,506.68,0.00,4.96,4.95,,4.85,5.05,5.09,5.07,3.70,3.69,3.70,3.70,3.87,3.70
2020/07/20,29,25431150,21756650,19528800,4.94,5.31,5.31,5.31,4.31,4.31,4.31,4.31,4.31,4.31,,4.95,505.49,0.00,5.22,5.22,,4.95,5.32,5.36,5.32,4.31,4.31,4.32,4.31,4.43,4.31
2020/07/20,30,25074900,21840800,19324300,4.95,5.31,5.31,5.31,4.31,4.31,4.31,4.31,4.31,4.31,,4.95,504.47,0.00,5.37,5.93,,4.95,5.32,5.32,5.31,4.31,4.31,4.33,4.32,4.41,4.32
2020/07/20,31,24730300,21563050,19113750,4.98,5.31,5.31,5.31,4.31,4.31,4.31,4.31,4.31,4.31,,4.99,505.49,0.00,5.36,5.53,,4.99,5.32,5.31,5.32,4.32,4.31,4.34,4.32,4.44,4.32
2020/07/20,32,24136450,21608850,18881400,5.22,5.38,5.38,5.38,4.94,4.94,4.94,4.94,4.94,4.94,,5.24,506.33,0.00,5.40,6.28,,5.24,5.38,5.41,5.40,4.95,4.94,4.99,4.95,5.06,4.95
2020/07/20,33,24085800,21990450,18665100,5.31,5.50,5.50,5.50,4.73,4.73,4.73,4.73,4.73,4.73,,5.35,508.28,0.00,5.92,6.72,,5.35,5.50,5.52,5.51,4.74,5.71,4.76,4.74,4.83,4.83
2020/07/20,34,24032700,21835900,18478900,5.37,5.50,5.50,5.50,4.95,4.95,4.95,4.95,4.95,4.95,,5.46,515.04,0.00,7.35,7.33,,5.46,5.50,5.51,5.51,4.95,6.23,4.99,4.96,5.05,5.50
2020/07/20,35,23958250,21333350,18238200,5.38,5.51,5.51,5.51,4.95,4.95,4.95,4.95,4.95,4.95,,5.50,517.85,0.00,6.77,6.95,,5.50,5.51,5.52,5.52,4.96,6.17,5.00,4.96,5.06,5.73
2020/07/20,36,24149250,21042050,18141250,5.32,5.38,5.38,5.38,4.95,4.95,4.95,4.95,4.95,4.95,,5.44,518.62,0.00,7.08,6.77,,5.44,5.38,5.39,5.39,4.96,6.24,5.00,4.95,5.07,5.75
2020/07/20,37,24370450,21042900,18088500,5.52,5.52,5.52,5.52,5.52,5.52,5.52,5.52,5.52,5.52,,5.60,514.53,0.00,7.18,7.02,,5.60,5.52,5.52,5.52,5.52,6.85,5.58,5.50,5.59,5.88
2020/07/20,38,24236400,20952500,17971000,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,,5.66,516.30,0.00,7.29,7.29,,5.66,5.56,5.56,5.55,5.75,6.87,5.60,5.56,5.62,5.91
2020/07/20,39,24556100,20684950,17852100,5.52,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,5.44,,5.67,521.80,0.00,5.87,5.87,,5.67,5.44,5.44,5.44,5.88,6.39,5.48,5.43,5.51,6.09
2020/07/20,40,24443950,20323400,17731750,5.36,5.36,5.36,5.36,5.36,5.36,5.36,5.36,5.36,5.36,,5.54,525.05,0.00,5.48,5.48,,5.54,5.37,5.37,5.36,6.22,5.99,5.40,5.33,5.46,5.90
2020/07/20,41,23850500,19314100,17033200,5.26,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,,5.35,516.69,0.00,5.43,5.35,,5.35,5.19,5.19,5.19,5.50,5.43,5.21,5.18,5.26,5.53
2020/07/20,42,23806000,19026950,16980150,5.02,5.02,5.02,5.02,4.95,4.95,4.95,4.95,4.95,4.95,,5.14,520.14,0.00,5.06,5.02,,5.14,5.03,5.02,5.03,5.29,5.22,4.97,4.95,5.04,5.49
2020/07/20,43,23558750,18497400,16621200,4.95,4.95,4.95,4.95,4.94,4.94,4.94,4.94,4.94,4.94,,4.97,510.05,0.00,4.96,4.93,,4.97,4.95,4.95,4.96,4.94,4.94,4.95,4.94,5.05,5.01
2020/07/20,44,23528950,18142350,16687350,4.86,4.91,4.91,4.91,4.31,4.31,4.31,4.31,4.31,4.31,,4.87,509.04,0.00,4.32,4.00,,4.87,4.91,4.91,4.91,4.33,4.31,4.32,4.31,4.60,4.33
2020/07/20,45,22042150,18000950,16038450,4.79,4.87,4.87,4.87,4.31,4.31,4.31,4.31,4.31,4.31,,4.80,509.05,0.00,4.70,4.32,,4.80,4.87,4.87,4.87,4.32,4.31,4.32,4.31,4.54,4.32
2020/07/20,46,21607600,17672150,15858400,4.69,4.87,4.87,4.87,3.88,3.88,3.88,3.88,3.88,3.88,,4.69,507.99,0.00,3.88,3.88,,4.69,4.87,4.87,4.87,3.90,3.88,3.90,3.89,4.09,3.89
2020/07/20,47,21344800,17139800,15745350,3.88,4.29,4.29,4.29,3.69,3.69,3.69,3.69,3.69,3.69,,3.90,510.62,0.00,3.76,3.76,,3.90,4.29,4.29,4.29,3.69,3.69,3.71,3.74,3.90,3.70
2020/07/20,48,20584850,16676950,15439750,3.74,4.12,4.12,4.12,2.68,2.68,2.68,2.68,2.68,2.68,,3.76,510.71,0.00,3.71,2.01,,3.76,4.12,4.14,4.12,2.69,2.68,2.71,2.68,3.32,2.69
2020/07/21,1,20191150,16335750,16004800,2.02,3.70,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,,2.10,523.27,0.00,2.08,0.01,,2.10,3.70,2.21,2.25,2.19,2.19,2.22,2.21,3.04,2.19
2020/07/21,2,21393450,16563150,16066350,2.16,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,,2.24,521.98,0.00,2.24,1.02,,2.24,2.37,2.38,2.45,2.37,2.37,2.40,2.38,2.99,2.37
2020/07/21,3,22996800,16485300,16017900,2.00,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,,2.07,521.04,0.00,3.62,0.62,,2.07,2.37,2.38,2.44,2.37,2.37,2.40,2.39,2.93,2.37
2020/07/21,4,23834650,16443750,15994900,2.37,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,,2.45,520.41,0.00,2.68,1.98,,2.45,2.56,2.51,2.57,2.50,2.50,2.53,2.59,3.02,2.50
2020/07/21,5,24365650,16543250,16107550,2.37,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,,2.42,514.03,0.00,2.49,0.50,,2.42,2.57,2.51,2.52,2.50,2.50,2.52,2.58,3.05,2.50
2020/07/21,6,24549950,16569300,16174700,2.44,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,2.50,,2.49,514.66,0.00,2.49,0.50,,2.49,2.58,2.51,2.52,2.50,2.50,2.52,2.58,3.03,2.50
2020/07/21,7,24430750,16716250,16277400,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,,3.24,509.04,0.00,2.52,0.03,,3.24,3.27,3.22,3.22,3.21,3.21,3.22,3.26,3.54,3.21
2020/07/21,8,24375700,16806800,16201750,3.46,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,,3.48,507.24,0.00,3.14,2.01,,3.48,3.30,3.24,3.24,3.23,3.23,3.24,3.26,3.53,3.23
2020/07/21,9,24492300,16872100,16233250,3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59,,3.61,507.14,0.00,3.61,2.24,,3.61,3.63,3.60,3.59,3.59,3.59,3.60,3.60,3.81,3.59
2020/07/21,10,24599150,16927450,16220050,3.60,3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59,,3.62,507.13,0.00,3.63,2.38,,3.62,3.63,3.59,3.59,3.59,3.59,3.60,3.62,3.80,3.59
2020/07/21,11,24932150,16812850,16086150,3.42,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,,3.45,508.75,0.00,3.72,2.12,,3.45,3.26,3.20,3.20,3.19,3.19,3.21,3.28,3.55,3.19
2020/07/21,12,24910300,16654600,16097600,3.39,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,,3.42,508.79,0.00,3.53,2.02,,3.42,3.47,3.43,3.43,3.42,3.42,3.43,3.45,3.74,3.42
2020/07/21,13,25000900,16982100,16224150,3.53,3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59,,3.55,507.18,0.00,3.71,3.20,,3.55,3.62,3.60,3.59,3.59,3.59,3.60,3.60,3.86,3.59
2020/07/21,14,25102350,17173050,16170700,3.50,3.60,3.60,3.60,3.60,3.60,3.60,3.60,3.60,3.60,,3.51,505.77,0.00,3.60,2.38,,3.51,3.63,3.61,3.61,3.60,3.60,3.61,3.61,3.72,3.60
2020/07/21,15,24808650,17862500,16437450,3.63,3.70,3.70,3.70,3.69,3.69,3.69,3.69,3.69,3.69,,3.65,507.27,0.00,3.72,3.62,,3.65,3.73,3.71,3.73,3.69,3.69,3.70,3.69,3.80,3.69
2020/07/21,16,24999250,18358400,16930700,3.63,3.93,3.93,3.93,3.69,3.69,3.69,3.69,3.69,3.69,,3.65,507.27,0.00,3.65,3.24,,3.65,3.93,3.94,3.95,3.69,3.69,3.70,3.69,3.82,3.69
2020/07/21,17,24897900,19449650,17944550,3.88,4.22,4.22,4.22,3.50,3.50,3.50,3.50,3.50,3.50,,3.90,507.09,0.00,3.94,3.90,,3.90,4.22,4.23,4.24,3.50,3.50,3.51,3.50,3.69,3.50
2020/07/21,18,25165700,20407100,18482900,3.92,4.74,4.74,4.74,3.66,3.66,3.66,3.66,3.66,3.66,,3.95,508.46,0.00,4.34,4.25,,3.95,4.74,4.77,4.76,3.66,3.66,3.67,3.66,3.86,3.66
2020/07/21,19,25211650,21011350,19147200,4.68,4.90,4.90,4.90,3.88,3.88,3.88,3.88,3.88,3.88,,4.69,505.70,0.00,4.77,4.87,,4.69,4.90,4.91,4.91,3.88,3.88,3.90,3.89,4.12,3.89
2020/07/21,20,25690800,21401900,19609400,4.53,4.90,4.90,4.90,3.69,3.69,3.69,3.69,3.69,3.69,,4.54,505.71,0.00,4.31,3.99,,4.54,4.90,4.93,4.90,3.69,3.69,3.71,3.70,3.94,3.70
2020/07/21,21,25661900,21575650,19635250,4.29,4.90,4.90,4.90,3.32,3.32,3.32,3.32,3.32,3.32,,4.30,505.77,0.00,3.22,3.70,,4.30,4.91,4.93,4.90,3.32,3.32,3.35,3.33,3.65,3.33
2020/07/21,22,25813250,21871650,19826000,3.98,4.90,4.90,4.90,3.24,3.24,3.24,3.24,3.24,3.24,,4.00,507.13,0.00,3.71,3.93,,4.00,4.90,4.93,4.90,3.25,3.27,3.27,3.25,3.65,3.24
2020/07/21,23,25896550,22126450,19921550,4.31,5.04,5.04,5.04,3.50,3.50,3.50,3.50,3.50,3.50,,4.33,506.93,0.00,3.52,4.33,,4.33,5.04,5.07,5.04,3.51,3.53,3.53,3.51,3.95,3.51
2020/07/21,24,25683100,21760650,19526500,4.29,5.04,5.04,5.04,3.46,3.46,3.46,3.46,3.46,3.46,,4.31,506.95,0.00,3.52,4.33,,4.31,5.05,5.07,5.04,3.47,3.49,3.50,3.47,4.01,3.47
2020/07/21,25,25812900,21417050,19376550,3.60,4.90,4.90,4.90,3.12,3.12,3.12,3.12,3.12,3.12,,3.64,510.10,0.00,3.64,3.92,,3.64,4.91,4.93,4.91,3.12,3.18,3.16,3.13,3.55,3.12
2020/07/21,26,25667350,21409500,19345100,3.69,4.90,4.90,4.90,3.13,3.13,3.13,3.13,3.13,3.13,,3.73,510.07,0.00,3.86,4.32,,3.73,4.91,4.94,4.91,3.14,3.19,3.17,3.14,3.61,3.14
